role_id,position_description_id,pd_number,title,activity_rank,activity_id,assignment_gaps,retry_count,fallback_used
f56fc877-9a1b-5043-9a86-57d27f647d09,2,10001-02,Aboriginal Education and Engagement Coordinator (Aboriginal Identified Role),11,a947,Providing Aboriginal cultural advice and ensuring cultural integrity of course content and facilities (no vocabulary item covers culturally specific advisory/validation work) | Implementing and reporting on a Reconciliation Implementation Plan specifically (covered only generally by strategy/reporting items),0,No
f56fc877-9a1b-5043-9a86-57d27f647d09,2,10001-02,Aboriginal Education and Engagement Coordinator (Aboriginal Identified Role),12,a362,Providing Aboriginal cultural advice and ensuring cultural integrity of course content and facilities (no vocabulary item covers culturally specific advisory/validation work) | Implementing and reporting on a Reconciliation Implementation Plan specifically (covered only generally by strategy/reporting items),0,No
9e08f743-6b29-5331-b3d6-15d05828a8c3,3,10002-02,Aboriginal Student Support Officer,1,a571,Delivering culturally specific support and cultural activities for Aboriginal students has no direct match | Developing individual career pathway plans linking education to employment outcomes is only partially covered by a807 and a167,0,No
9e08f743-6b29-5331-b3d6-15d05828a8c3,3,10002-02,Aboriginal Student Support Officer,2,a106,Delivering culturally specific support and cultural activities for Aboriginal students has no direct match | Developing individual career pathway plans linking education to employment outcomes is only partially covered by a807 and a167,0,No
9e08f743-6b29-5331-b3d6-15d05828a8c3,3,10002-02,Aboriginal Student Support Officer,3,a057,Delivering culturally specific support and cultural activities for Aboriginal students has no direct match | Developing individual career pathway plans linking education to employment outcomes is only partially covered by a807 and a167,0,No
9e08f743-6b29-5331-b3d6-15d05828a8c3,3,10002-02,Aboriginal Student Support Officer,4,a548,Delivering culturally specific support and cultural activities for Aboriginal students has no direct match | Developing individual career pathway plans linking education to employment outcomes is only partially covered by a807 and a167,0,No
9e08f743-6b29-5331-b3d6-15d05828a8c3,3,10002-02,Aboriginal Student Support Officer,5,a807,Delivering culturally specific support and cultural activities for Aboriginal students has no direct match | Developing individual career pathway plans linking education to employment outcomes is only partially covered by a807 and a167,0,No
9e08f743-6b29-5331-b3d6-15d05828a8c3,3,10002-02,Aboriginal Student Support Officer,6,a167,Delivering culturally specific support and cultural activities for Aboriginal students has no direct match | Developing individual career pathway plans linking education to employment outcomes is only partially covered by a807 and a167,0,No
9e08f743-6b29-5331-b3d6-15d05828a8c3,3,10002-02,Aboriginal Student Support Officer,7,a537,Delivering culturally specific support and cultural activities for Aboriginal students has no direct match | Developing individual career pathway plans linking education to employment outcomes is only partially covered by a807 and a167,0,No
9e08f743-6b29-5331-b3d6-15d05828a8c3,3,10002-02,Aboriginal Student Support Officer,8,a051,Delivering culturally specific support and cultural activities for Aboriginal students has no direct match | Developing individual career pathway plans linking education to employment outcomes is only partially covered by a807 and a167,0,No
9e08f743-6b29-5331-b3d6-15d05828a8c3,3,10002-02,Aboriginal Student Support Officer,9,a772,Delivering culturally specific support and cultural activities for Aboriginal students has no direct match | Developing individual career pathway plans linking education to employment outcomes is only partially covered by a807 and a167,0,No
9e08f743-6b29-5331-b3d6-15d05828a8c3,3,10002-02,Aboriginal Student Support Officer,10,a034,Delivering culturally specific support and cultural activities for Aboriginal students has no direct match | Developing individual career pathway plans linking education to employment outcomes is only partially covered by a807 and a167,0,No
9e08f743-6b29-5331-b3d6-15d05828a8c3,3,10002-02,Aboriginal Student Support Officer,11,a010,Delivering culturally specific support and cultural activities for Aboriginal students has no direct match | Developing individual career pathway plans linking education to employment outcomes is only partially covered by a807 and a167,0,No
9e08f743-6b29-5331-b3d6-15d05828a8c3,3,10002-02,Aboriginal Student Support Officer,12,a517,Delivering culturally specific support and cultural activities for Aboriginal students has no direct match | Developing individual career pathway plans linking education to employment outcomes is only partially covered by a807 and a167,0,No
57e2bcd0-1517-5d21-9c63-d25f211d7982,4,10003-02,Assessor,1,a463,Supporting Teachers/Head Teachers with ASQA-specific compliance functions (only general legislation/policy and documentation activities matched) | Identifying skill gaps that require further training delivery by teachers (partially matched by learner progress assessment),0,No
57e2bcd0-1517-5d21-9c63-d25f211d7982,4,10003-02,Assessor,2,a1222,Supporting Teachers/Head Teachers with ASQA-specific compliance functions (only general legislation/policy and documentation activities matched) | Identifying skill gaps that require further training delivery by teachers (partially matched by learner progress assessment),0,No
57e2bcd0-1517-5d21-9c63-d25f211d7982,4,10003-02,Assessor,3,a820,Supporting Teachers/Head Teachers with ASQA-specific compliance functions (only general legislation/policy and documentation activities matched) | Identifying skill gaps that require further training delivery by teachers (partially matched by learner progress assessment),0,No
57e2bcd0-1517-5d21-9c63-d25f211d7982,4,10003-02,Assessor,4,a057,Supporting Teachers/Head Teachers with ASQA-specific compliance functions (only general legislation/policy and documentation activities matched) | Identifying skill gaps that require further training delivery by teachers (partially matched by learner progress assessment),0,No
57e2bcd0-1517-5d21-9c63-d25f211d7982,4,10003-02,Assessor,5,a1279,Supporting Teachers/Head Teachers with ASQA-specific compliance functions (only general legislation/policy and documentation activities matched) | Identifying skill gaps that require further training delivery by teachers (partially matched by learner progress assessment),0,No
57e2bcd0-1517-5d21-9c63-d25f211d7982,4,10003-02,Assessor,6,a557,Supporting Teachers/Head Teachers with ASQA-specific compliance functions (only general legislation/policy and documentation activities matched) | Identifying skill gaps that require further training delivery by teachers (partially matched by learner progress assessment),0,No
57e2bcd0-1517-5d21-9c63-d25f211d7982,4,10003-02,Assessor,7,a919,Supporting Teachers/Head Teachers with ASQA-specific compliance functions (only general legislation/policy and documentation activities matched) | Identifying skill gaps that require further training delivery by teachers (partially matched by learner progress assessment),0,No
57e2bcd0-1517-5d21-9c63-d25f211d7982,4,10003-02,Assessor,8,a034,Supporting Teachers/Head Teachers with ASQA-specific compliance functions (only general legislation/policy and documentation activities matched) | Identifying skill gaps that require further training delivery by teachers (partially matched by learner progress assessment),0,No
57e2bcd0-1517-5d21-9c63-d25f211d7982,4,10003-02,Assessor,9,a1135,Supporting Teachers/Head Teachers with ASQA-specific compliance functions (only general legislation/policy and documentation activities matched) | Identifying skill gaps that require further training delivery by teachers (partially matched by learner progress assessment),0,No
57e2bcd0-1517-5d21-9c63-d25f211d7982,4,10003-02,Assessor,10,a732,Supporting Teachers/Head Teachers with ASQA-specific compliance functions (only general legislation/policy and documentation activities matched) | Identifying skill gaps that require further training delivery by teachers (partially matched by learner progress assessment),0,No
57e2bcd0-1517-5d21-9c63-d25f211d7982,4,10003-02,Assessor,11,a216,Supporting Teachers/Head Teachers with ASQA-specific compliance functions (only general legislation/policy and documentation activities matched) | Identifying skill gaps that require further training delivery by teachers (partially matched by learner progress assessment),0,No
57e2bcd0-1517-5d21-9c63-d25f211d7982,4,10003-02,Assessor,12,a1144,Supporting Teachers/Head Teachers with ASQA-specific compliance functions (only general legislation/policy and documentation activities matched) | Identifying skill gaps that require further training delivery by teachers (partially matched by learner progress assessment),0,No
093fa2ff-b753-50a5-83e2-399ac9ffe364,5,10004-02,Capability Specialist,1,a981,Developing performance development and review plans with the Line Manager has no direct match; closest coverage is a569/a678 but neither captures performance review planning specifically.,0,No
093fa2ff-b753-50a5-83e2-399ac9ffe364,5,10004-02,Capability Specialist,2,a929,Developing performance development and review plans with the Line Manager has no direct match; closest coverage is a569/a678 but neither captures performance review planning specifically.,0,No
093fa2ff-b753-50a5-83e2-399ac9ffe364,5,10004-02,Capability Specialist,3,a363,Developing performance development and review plans with the Line Manager has no direct match; closest coverage is a569/a678 but neither captures performance review planning specifically.,0,No
093fa2ff-b753-50a5-83e2-399ac9ffe364,5,10004-02,Capability Specialist,4,a531,Developing performance development and review plans with the Line Manager has no direct match; closest coverage is a569/a678 but neither captures performance review planning specifically.,0,No
093fa2ff-b753-50a5-83e2-399ac9ffe364,5,10004-02,Capability Specialist,5,a498,Developing performance development and review plans with the Line Manager has no direct match; closest coverage is a569/a678 but neither captures performance review planning specifically.,0,No
093fa2ff-b753-50a5-83e2-399ac9ffe364,5,10004-02,Capability Specialist,6,a589,Developing performance development and review plans with the Line Manager has no direct match; closest coverage is a569/a678 but neither captures performance review planning specifically.,0,No
093fa2ff-b753-50a5-83e2-399ac9ffe364,5,10004-02,Capability Specialist,7,a479,Developing performance development and review plans with the Line Manager has no direct match; closest coverage is a569/a678 but neither captures performance review planning specifically.,0,No
093fa2ff-b753-50a5-83e2-399ac9ffe364,5,10004-02,Capability Specialist,8,a720,Developing performance development and review plans with the Line Manager has no direct match; closest coverage is a569/a678 but neither captures performance review planning specifically.,0,No
093fa2ff-b753-50a5-83e2-399ac9ffe364,5,10004-02,Capability Specialist,9,a426,Developing performance development and review plans with the Line Manager has no direct match; closest coverage is a569/a678 but neither captures performance review planning specifically.,0,No
093fa2ff-b753-50a5-83e2-399ac9ffe364,5,10004-02,Capability Specialist,10,a646,Developing performance development and review plans with the Line Manager has no direct match; closest coverage is a569/a678 but neither captures performance review planning specifically.,0,No
093fa2ff-b753-50a5-83e2-399ac9ffe364,5,10004-02,Capability Specialist,11,a1069,Developing performance development and review plans with the Line Manager has no direct match; closest coverage is a569/a678 but neither captures performance review planning specifically.,0,No
093fa2ff-b753-50a5-83e2-399ac9ffe364,5,10004-02,Capability Specialist,12,a400,Developing performance development and review plans with the Line Manager has no direct match; closest coverage is a569/a678 but neither captures performance review planning specifically.,0,No
093fa2ff-b753-50a5-83e2-399ac9ffe364,5,10004-02,Capability Specialist,13,a230,Developing performance development and review plans with the Line Manager has no direct match; closest coverage is a569/a678 but neither captures performance review planning specifically.,0,No
7f22d030-a3de-599f-b0ab-fc692adc92d0,6,10005-01,Change Analyst,1,a849,,0,No
7f22d030-a3de-599f-b0ab-fc692adc92d0,6,10005-01,Change Analyst,2,a185,,0,No
7f22d030-a3de-599f-b0ab-fc692adc92d0,6,10005-01,Change Analyst,3,a484,,0,No
7f22d030-a3de-599f-b0ab-fc692adc92d0,6,10005-01,Change Analyst,4,a1010,,0,No
7f22d030-a3de-599f-b0ab-fc692adc92d0,6,10005-01,Change Analyst,5,a667,,0,No
7f22d030-a3de-599f-b0ab-fc692adc92d0,6,10005-01,Change Analyst,6,a480,,0,No
7f22d030-a3de-599f-b0ab-fc692adc92d0,6,10005-01,Change Analyst,7,a734,,0,No
7f22d030-a3de-599f-b0ab-fc692adc92d0,6,10005-01,Change Analyst,8,a1041,,0,No
7f22d030-a3de-599f-b0ab-fc692adc92d0,6,10005-01,Change Analyst,9,a466,,0,No
7f22d030-a3de-599f-b0ab-fc692adc92d0,6,10005-01,Change Analyst,10,a369,,0,No
7f22d030-a3de-599f-b0ab-fc692adc92d0,6,10005-01,Change Analyst,11,a130,,0,No
7f22d030-a3de-599f-b0ab-fc692adc92d0,6,10005-01,Change Analyst,12,a536,,0,No
7f22d030-a3de-599f-b0ab-fc692adc92d0,6,10005-01,Change Analyst,13,a101,,0,No
5fc285d5-159d-5ada-b949-d26bc1e4a9c0,7,10006-01,Class Preparation Assistant,1,a859,Applying HACCP food-safety hazard analysis principles specifically (only general quality/compliance activities available) | Formal stocktaking for asset control and audit requirements (partially covered by stock monitoring),0,No
5fc285d5-159d-5ada-b949-d26bc1e4a9c0,7,10006-01,Class Preparation Assistant,2,a627,Applying HACCP food-safety hazard analysis principles specifically (only general quality/compliance activities available) | Formal stocktaking for asset control and audit requirements (partially covered by stock monitoring),0,No
5fc285d5-159d-5ada-b949-d26bc1e4a9c0,7,10006-01,Class Preparation Assistant,3,a377,Applying HACCP food-safety hazard analysis principles specifically (only general quality/compliance activities available) | Formal stocktaking for asset control and audit requirements (partially covered by stock monitoring),0,No
5fc285d5-159d-5ada-b949-d26bc1e4a9c0,7,10006-01,Class Preparation Assistant,4,a274,Applying HACCP food-safety hazard analysis principles specifically (only general quality/compliance activities available) | Formal stocktaking for asset control and audit requirements (partially covered by stock monitoring),0,No
5fc285d5-159d-5ada-b949-d26bc1e4a9c0,7,10006-01,Class Preparation Assistant,5,a490,Applying HACCP food-safety hazard analysis principles specifically (only general quality/compliance activities available) | Formal stocktaking for asset control and audit requirements (partially covered by stock monitoring),0,No
5fc285d5-159d-5ada-b949-d26bc1e4a9c0,7,10006-01,Class Preparation Assistant,6,a090,Applying HACCP food-safety hazard analysis principles specifically (only general quality/compliance activities available) | Formal stocktaking for asset control and audit requirements (partially covered by stock monitoring),0,No
5fc285d5-159d-5ada-b949-d26bc1e4a9c0,7,10006-01,Class Preparation Assistant,7,a362,Applying HACCP food-safety hazard analysis principles specifically (only general quality/compliance activities available) | Formal stocktaking for asset control and audit requirements (partially covered by stock monitoring),0,No
5fc285d5-159d-5ada-b949-d26bc1e4a9c0,7,10006-01,Class Preparation Assistant,8,a606,Applying HACCP food-safety hazard analysis principles specifically (only general quality/compliance activities available) | Formal stocktaking for asset control and audit requirements (partially covered by stock monitoring),0,No
5fc285d5-159d-5ada-b949-d26bc1e4a9c0,7,10006-01,Class Preparation Assistant,9,a011,Applying HACCP food-safety hazard analysis principles specifically (only general quality/compliance activities available) | Formal stocktaking for asset control and audit requirements (partially covered by stock monitoring),0,No
5fc285d5-159d-5ada-b949-d26bc1e4a9c0,7,10006-01,Class Preparation Assistant,10,a042,Applying HACCP food-safety hazard analysis principles specifically (only general quality/compliance activities available) | Formal stocktaking for asset control and audit requirements (partially covered by stock monitoring),0,No
5fc285d5-159d-5ada-b949-d26bc1e4a9c0,7,10006-01,Class Preparation Assistant,11,a285,Applying HACCP food-safety hazard analysis principles specifically (only general quality/compliance activities available) | Formal stocktaking for asset control and audit requirements (partially covered by stock monitoring),0,No
5fc285d5-159d-5ada-b949-d26bc1e4a9c0,7,10006-01,Class Preparation Assistant,12,a229,Applying HACCP food-safety hazard analysis principles specifically (only general quality/compliance activities available) | Formal stocktaking for asset control and audit requirements (partially covered by stock monitoring),0,No
5fc285d5-159d-5ada-b949-d26bc1e4a9c0,7,10006-01,Class Preparation Assistant,13,a321,Applying HACCP food-safety hazard analysis principles specifically (only general quality/compliance activities available) | Formal stocktaking for asset control and audit requirements (partially covered by stock monitoring),0,No
5488ae52-8f90-550d-8dff-f39fbdf12cb9,8,10007-01,Communications Specialist,1,a086,Maintaining story and case study databases has no close match in the vocabulary,0,No
5488ae52-8f90-550d-8dff-f39fbdf12cb9,8,10007-01,Communications Specialist,2,a529,Maintaining story and case study databases has no close match in the vocabulary,0,No
5488ae52-8f90-550d-8dff-f39fbdf12cb9,8,10007-01,Communications Specialist,3,a319,Maintaining story and case study databases has no close match in the vocabulary,0,No
5488ae52-8f90-550d-8dff-f39fbdf12cb9,8,10007-01,Communications Specialist,4,a295,Maintaining story and case study databases has no close match in the vocabulary,0,No
5488ae52-8f90-550d-8dff-f39fbdf12cb9,8,10007-01,Communications Specialist,5,a879,Maintaining story and case study databases has no close match in the vocabulary,0,No
5488ae52-8f90-550d-8dff-f39fbdf12cb9,8,10007-01,Communications Specialist,6,a222,Maintaining story and case study databases has no close match in the vocabulary,0,No
5488ae52-8f90-550d-8dff-f39fbdf12cb9,8,10007-01,Communications Specialist,7,a385,Maintaining story and case study databases has no close match in the vocabulary,0,No
5488ae52-8f90-550d-8dff-f39fbdf12cb9,8,10007-01,Communications Specialist,8,a489,Maintaining story and case study databases has no close match in the vocabulary,0,No
5488ae52-8f90-550d-8dff-f39fbdf12cb9,8,10007-01,Communications Specialist,9,a079,Maintaining story and case study databases has no close match in the vocabulary,0,No
5488ae52-8f90-550d-8dff-f39fbdf12cb9,8,10007-01,Communications Specialist,10,a292,Maintaining story and case study databases has no close match in the vocabulary,0,No
5488ae52-8f90-550d-8dff-f39fbdf12cb9,8,10007-01,Communications Specialist,11,a087,Maintaining story and case study databases has no close match in the vocabulary,0,No
5488ae52-8f90-550d-8dff-f39fbdf12cb9,8,10007-01,Communications Specialist,12,a626,Maintaining story and case study databases has no close match in the vocabulary,0,No
4e70ede2-0390-58c1-85b8-040f96a2ab7a,9,10008-01,Contract Teacher,1,a048,"Completing the Teaching by Distance induction course | Familiarity with and promoting student use of the learner platform | Maintaining student and mark records (partially covered by a783 but the role only records marks, not issues completion records) | Ensuring cultural sensitivity in communications",0,No
4e70ede2-0390-58c1-85b8-040f96a2ab7a,9,10008-01,Contract Teacher,2,a930,"Completing the Teaching by Distance induction course | Familiarity with and promoting student use of the learner platform | Maintaining student and mark records (partially covered by a783 but the role only records marks, not issues completion records) | Ensuring cultural sensitivity in communications",0,No
4e70ede2-0390-58c1-85b8-040f96a2ab7a,9,10008-01,Contract Teacher,3,a057,"Completing the Teaching by Distance induction course | Familiarity with and promoting student use of the learner platform | Maintaining student and mark records (partially covered by a783 but the role only records marks, not issues completion records) | Ensuring cultural sensitivity in communications",0,No
4e70ede2-0390-58c1-85b8-040f96a2ab7a,9,10008-01,Contract Teacher,4,a1135,"Completing the Teaching by Distance induction course | Familiarity with and promoting student use of the learner platform | Maintaining student and mark records (partially covered by a783 but the role only records marks, not issues completion records) | Ensuring cultural sensitivity in communications",0,No
4e70ede2-0390-58c1-85b8-040f96a2ab7a,9,10008-01,Contract Teacher,5,a167,"Completing the Teaching by Distance induction course | Familiarity with and promoting student use of the learner platform | Maintaining student and mark records (partially covered by a783 but the role only records marks, not issues completion records) | Ensuring cultural sensitivity in communications",0,No
4e70ede2-0390-58c1-85b8-040f96a2ab7a,9,10008-01,Contract Teacher,6,a469,"Completing the Teaching by Distance induction course | Familiarity with and promoting student use of the learner platform | Maintaining student and mark records (partially covered by a783 but the role only records marks, not issues completion records) | Ensuring cultural sensitivity in communications",0,No
4e70ede2-0390-58c1-85b8-040f96a2ab7a,9,10008-01,Contract Teacher,7,a1054,"Completing the Teaching by Distance induction course | Familiarity with and promoting student use of the learner platform | Maintaining student and mark records (partially covered by a783 but the role only records marks, not issues completion records) | Ensuring cultural sensitivity in communications",0,No
4e70ede2-0390-58c1-85b8-040f96a2ab7a,9,10008-01,Contract Teacher,8,a1152,"Completing the Teaching by Distance induction course | Familiarity with and promoting student use of the learner platform | Maintaining student and mark records (partially covered by a783 but the role only records marks, not issues completion records) | Ensuring cultural sensitivity in communications",0,No
4e70ede2-0390-58c1-85b8-040f96a2ab7a,9,10008-01,Contract Teacher,9,a166,"Completing the Teaching by Distance induction course | Familiarity with and promoting student use of the learner platform | Maintaining student and mark records (partially covered by a783 but the role only records marks, not issues completion records) | Ensuring cultural sensitivity in communications",0,No
4e70ede2-0390-58c1-85b8-040f96a2ab7a,9,10008-01,Contract Teacher,10,a989,"Completing the Teaching by Distance induction course | Familiarity with and promoting student use of the learner platform | Maintaining student and mark records (partially covered by a783 but the role only records marks, not issues completion records) | Ensuring cultural sensitivity in communications",0,No
4e70ede2-0390-58c1-85b8-040f96a2ab7a,9,10008-01,Contract Teacher,11,a783,"Completing the Teaching by Distance induction course | Familiarity with and promoting student use of the learner platform | Maintaining student and mark records (partially covered by a783 but the role only records marks, not issues completion records) | Ensuring cultural sensitivity in communications",0,No
61cad0da-379e-5ca7-a542-397f43a4d721,10,10009-02,Counsellor,1,a899,"Administering and interpreting educational, vocational and psychological tests/inventories with clients | Delivering group counselling and group-work sessions | Identifying and reporting broad student trends and issues to management (only partially covered by advising stakeholders)",0,No
61cad0da-379e-5ca7-a542-397f43a4d721,10,10009-02,Counsellor,2,a167,"Administering and interpreting educational, vocational and psychological tests/inventories with clients | Delivering group counselling and group-work sessions | Identifying and reporting broad student trends and issues to management (only partially covered by advising stakeholders)",0,No
61cad0da-379e-5ca7-a542-397f43a4d721,10,10009-02,Counsellor,3,a092,"Administering and interpreting educational, vocational and psychological tests/inventories with clients | Delivering group counselling and group-work sessions | Identifying and reporting broad student trends and issues to management (only partially covered by advising stakeholders)",0,No
61cad0da-379e-5ca7-a542-397f43a4d721,10,10009-02,Counsellor,4,a367,"Administering and interpreting educational, vocational and psychological tests/inventories with clients | Delivering group counselling and group-work sessions | Identifying and reporting broad student trends and issues to management (only partially covered by advising stakeholders)",0,No
61cad0da-379e-5ca7-a542-397f43a4d721,10,10009-02,Counsellor,5,a900,"Administering and interpreting educational, vocational and psychological tests/inventories with clients | Delivering group counselling and group-work sessions | Identifying and reporting broad student trends and issues to management (only partially covered by advising stakeholders)",0,No
61cad0da-379e-5ca7-a542-397f43a4d721,10,10009-02,Counsellor,6,a632,"Administering and interpreting educational, vocational and psychological tests/inventories with clients | Delivering group counselling and group-work sessions | Identifying and reporting broad student trends and issues to management (only partially covered by advising stakeholders)",0,No
61cad0da-379e-5ca7-a542-397f43a4d721,10,10009-02,Counsellor,7,a816,"Administering and interpreting educational, vocational and psychological tests/inventories with clients | Delivering group counselling and group-work sessions | Identifying and reporting broad student trends and issues to management (only partially covered by advising stakeholders)",0,No
61cad0da-379e-5ca7-a542-397f43a4d721,10,10009-02,Counsellor,8,a1225,"Administering and interpreting educational, vocational and psychological tests/inventories with clients | Delivering group counselling and group-work sessions | Identifying and reporting broad student trends and issues to management (only partially covered by advising stakeholders)",0,No
